@RELATION LRtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE class {breathing,non_breathing}

@DATA
0.150088,0.017728,0.000000,0.231836,0.204723,1.061125,0.029407,0.233825,-30.777869,2.203791,0.244537,0.235975,0.120605,0.120686,-0.070194,0.126275,-0.065622,0.058770,-0.022419,0.065040,-0.017353,0.017109,0.008275,0.029360,0.062498,0.033465,0.020998,0.015839,0.003963,0.011226,0.012207,0.032936,0.010115,0.031892,0.000814,0.000001,0.000000,0.001576,0.001810,0.005786,0.000104,0.000900,0.680341,0.034660,-0.001121,0.010015,-0.000666,0.002994,0.001640,0.002508,0.001004,-0.002471,0.003114,-0.000402,-0.000851,0.001259,0.000019,0.000104,0.000145,0.000214,0.000951,0.000283,0.000025,0.000089,0.000117,-0.001770,0.096955,0.012244,0.000000,0.080181,0.034341,0.628952,0.053500,0.159192,6.475591,0.926395,0.576854,0.350284,0.243860,0.210142,0.259810,0.242497,0.205067,0.202004,0.187375,0.193004,0.194273,0.017141,0.009664,0.023659,0.060285,0.036833,0.025173,0.018556,0.005144,0.012481,0.011048,0.036228,0.012056,0.019803,0.118171,0.012237,0.000000,0.088212,0.035440,0.761418,0.075397,0.195433,4.590462,0.959747,0.663046,0.399078,0.314135,0.304115,0.317922,0.279320,0.260485,0.263106,0.244816,0.238129,0.218151,0.022678,0.014242,0.030000,0.073210,0.046014,0.033595,0.025658,0.006855,0.016417,0.014826,0.039261,non_breathing
0.081852,0.024537,0.000000,0.156778,0.158086,0.781455,0.055899,0.122875,-39.110487,2.308801,0.074694,0.337018,-0.010070,0.081524,-0.047356,0.120267,0.093672,0.068730,-0.076093,0.047903,-0.043631,0.019210,0.010916,0.031815,0.036291,0.052088,0.030953,0.014778,0.002081,0.013667,0.010033,0.055545,0.008969,0.036084,0.003755,0.000000,0.000000,0.008062,0.010343,0.015934,0.000438,0.003500,3.170704,0.147674,0.039085,0.036333,0.016090,-0.004849,-0.001828,-0.000715,-0.008492,0.011990,-0.008609,0.022560,-0.010875,0.000431,0.000753,0.002917,0.001834,0.003721,0.000943,0.000282,0.000050,0.000564,0.000357,-0.005520,0.047780,0.032918,0.000000,0.078404,0.062715,0.610257,0.152237,0.096049,20.804361,1.007935,0.462684,0.309089,0.238237,0.167140,0.186800,0.282902,0.172880,0.174941,0.115156,0.111141,0.112634,0.021091,0.011646,0.019945,0.029050,0.057975,0.043787,0.015649,0.002357,0.013660,0.010353,0.058125,0.009257,0.015286,0.037495,0.028513,0.000000,0.060026,0.054812,0.484314,0.227638,0.082245,9.933747,0.782575,0.605528,0.254036,0.309341,0.215558,0.239872,0.316637,0.228382,0.206441,0.154025,0.154920,0.142436,0.031795,0.014785,0.026352,0.042446,0.080276,0.053956,0.017171,0.002897,0.018665,0.012459,0.037715,non_breathing
0.025156,0.108541,0.000000,0.100575,0.124563,0.110602,0.118172,0.037500,-52.965372,1.624760,0.551558,0.653937,-0.025290,0.281417,-0.110865,0.171799,0.108716,-0.060042,-0.052344,0.093972,0.087423,0.003518,0.004648,0.037096,0.097864,0.077889,0.030863,0.005375,0.000139,0.001881,0.001368,0.081952,0.000609,0.067663,0.003379,0.017473,0.000000,0.012898,0.019106,0.012995,0.002355,0.006750,7.612629,0.303803,0.099338,0.095298,0.015474,0.061402,-0.006538,0.028471,0.038485,-0.002930,-0.003677,0.005878,0.002594,0.000610,0.000067,0.001384,0.002572,0.018896,0.019587,0.001515,0.000006,0.000434,0.000232,-0.019470,0.023848,0.094135,0.000000,0.082441,0.102319,0.107037,0.302246,0.030741,37.593482,1.368719,0.472482,0.555703,0.153892,0.238899,0.131058,0.182501,0.129655,0.061597,0.078530,0.111570,0.133113,0.004305,0.011599,0.049345,0.130878,0.117464,0.058359,0.007900,0.000174,0.002599,0.001868,0.096394,0.000748,0.020654,0.019430,0.055181,0.000000,0.047694,0.060504,0.083286,0.444202,0.019655,22.840148,1.118377,0.406122,0.415958,0.260334,0.138561,0.168427,0.176593,0.057197,0.064127,0.108387,0.104814,0.120396,0.005723,0.016755,0.049814,0.116492,0.133768,0.059749,0.011830,0.000259,0.003967,0.002877,0.058822,non_breathing
0.061049,0.232999,0.000000,0.159268,0.202892,0.151964,0.026491,0.047500,-22.593582,2.849458,0.823024,1.147405,0.048769,0.206014,-0.280544,0.103982,0.149933,-0.129958,-0.189344,0.046243,-0.076479,0.004264,0.001678,0.003579,0.003706,0.047466,0.028913,0.092737,0.002120,0.084040,0.011888,0.006773,0.005901,0.056031,0.000834,0.016547,0.000000,0.001662,0.000500,0.007471,0.001187,-0.002222,0.171437,0.012301,-0.113646,-0.067855,0.012711,-0.026384,0.062340,0.045830,0.046721,-0.003294,-0.030095,-0.020386,-0.004508,-0.000040,0.000033,-0.000688,-0.000163,-0.039731,-0.007916,-0.000106,0.000755,0.032452,0.000326,-0.000032,0.041730,0.107341,0.000000,0.021528,0.020160,0.082841,0.028994,0.010865,0.959612,0.246586,0.356257,0.348827,0.150759,0.171118,0.241011,0.159223,0.144121,0.110010,0.178311,0.119584,0.088784,0.005169,0.002581,0.002541,0.004282,0.110931,0.035147,0.120077,0.003099,0.098611,0.012007,0.009279,0.008790,0.030845,0.066979,0.135973,0.000000,0.029079,0.029051,0.117461,0.044694,0.015787,0.704420,0.249088,0.237463,0.376262,0.196672,0.175343,0.170858,0.221710,0.205699,0.138765,0.208568,0.101567,0.078243,0.007753,0.003635,0.002985,0.006816,0.105647,0.036848,0.112704,0.002826,0.060012,0.016421,0.012930,non_breathing
0.065220,0.078785,0.000000,0.177045,0.203073,0.279921,0.037888,0.068056,-24.892515,2.594435,0.756834,1.012565,-0.466930,0.020028,-0.386356,0.098249,0.177013,-0.019526,-0.090055,0.189866,-0.000100,0.000720,0.000481,0.031681,0.043635,0.091170,0.053041,0.021246,0.001840,0.041290,0.000871,0.003232,0.001262,0.060185,0.002225,-0.032243,0.000000,-0.005773,-0.004746,-0.010586,0.011582,0.002222,-0.443399,0.118678,0.097714,-0.032639,-0.054513,-0.014914,0.017478,0.010934,-0.048598,-0.018394,0.002582,0.019428,-0.000992,0.000016,0.000020,0.027847,0.024914,0.000371,-0.000005,-0.000304,-0.001562,-0.034292,0.000120,0.000011,0.015704,0.107262,0.000000,0.031371,0.017450,0.227051,0.038909,0.015758,1.452422,0.461422,0.249858,0.284817,0.382924,0.291748,0.246500,0.108550,0.192363,0.102055,0.222178,0.132894,0.106058,0.000533,0.000428,0.077563,0.068691,0.086822,0.081131,0.056534,0.004343,0.096449,0.000767,0.003466,0.001061,0.014597,0.016633,0.070336,0.000000,0.038109,0.023160,0.256404,0.056485,0.019876,1.224001,0.619657,0.202903,0.363979,0.278733,0.334007,0.318073,0.159504,0.146397,0.103895,0.251850,0.154468,0.141441,0.000752,0.000593,0.074315,0.063666,0.090579,0.084253,0.084437,0.003936,0.077593,0.001044,0.003452,non_breathing
0.062300,0.064865,0.000000,0.146700,0.188098,0.304168,0.080164,0.089722,-34.545828,1.741280,0.605459,0.776554,0.237354,0.311193,-0.005382,0.049433,-0.077469,-0.098967,-0.077859,0.069196,0.051864,0.008040,0.040471,0.072197,0.063134,0.015501,0.005711,0.003944,0.000432,0.001340,0.001580,0.070897,0.001925,0.050518,-0.006536,-0.024574,0.000000,-0.006755,-0.000728,-0.008668,0.007292,-0.006389,-2.196347,-0.271104,-0.101380,-0.049093,-0.006517,0.026516,0.053219,0.048524,0.048996,0.003834,-0.018698,-0.017634,-0.013437,-0.000882,-0.001421,-0.007015,-0.012654,-0.000874,-0.000451,-0.000224,-0.000024,-0.000205,-0.000156,0.021982,0.081981,0.086490,0.000000,0.083308,0.069643,0.666306,0.140165,0.153544,16.551926,2.314834,0.887905,0.265364,0.429522,0.138302,0.190329,0.161072,0.235781,0.140926,0.134719,0.314200,0.349014,0.006274,0.063105,0.068889,0.080091,0.025956,0.009552,0.006294,0.000666,0.001620,0.001585,0.090495,0.001929,0.013945,0.122349,0.037644,0.000000,0.100844,0.106181,0.966747,0.184451,0.230157,17.994852,2.545700,0.990894,0.299710,0.671913,0.163223,0.206487,0.194876,0.366372,0.240727,0.230770,0.492982,0.571094,0.006231,0.071883,0.061438,0.092517,0.035397,0.013737,0.008845,0.000964,0.002350,0.001968,0.051979,non_breathing
0.139897,0.036424,0.000000,0.230759,0.219478,1.236288,0.006550,0.215278,-24.873588,2.467976,0.107501,0.153618,-0.030168,0.077139,-0.045462,0.058247,-0.009546,0.047071,-0.045393,0.058791,-0.019959,0.042963,0.010680,0.082061,0.079402,0.017477,0.018811,0.016093,0.005411,0.008380,0.008580,0.008130,0.006822,0.042238,-0.016409,0.007208,0.000000,-0.015985,-0.007472,-0.179784,0.000393,-0.043056,1.131478,0.233619,-0.047334,0.048938,0.029863,-0.005048,0.069862,0.040562,0.003730,0.011692,0.010902,-0.043761,0.025812,-0.001975,-0.000631,0.004291,0.029739,0.000225,-0.001028,0.000055,-0.002023,-0.000996,-0.000503,-0.000601,0.062927,0.032992,0.000000,0.046234,0.026512,0.616199,0.004127,0.163114,4.438442,0.621030,0.490323,0.276373,0.196522,0.212669,0.323476,0.196306,0.091430,0.129158,0.140278,0.144626,0.120473,0.059365,0.009364,0.087924,0.089222,0.016681,0.025510,0.017734,0.005756,0.010378,0.008274,0.005547,0.006397,0.024632,0.069773,0.027817,0.000000,0.034660,0.029613,0.472807,0.004400,0.127589,2.462902,0.428596,0.556549,0.265601,0.190792,0.239862,0.257492,0.157176,0.109505,0.163115,0.157680,0.171223,0.081074,0.084345,0.014087,0.121014,0.070056,0.022456,0.035122,0.027137,0.007540,0.015586,0.011207,0.008299,non_breathing
0.061744,0.074304,0.000000,0.165084,0.179308,0.580929,0.016829,0.100833,-22.234253,3.407757,-0.280803,0.370890,0.129128,-0.032207,0.271887,0.195258,-0.001299,0.212679,0.007014,0.109542,0.106914,0.005986,0.005856,0.116443,0.179538,0.027418,0.045367,0.006362,0.001123,0.003600,0.002694,0.003634,0.003759,0.080892,0.000000,0.004669,0.000000,0.000733,-0.000003,-0.014673,0.000589,-0.001944,0.023304,-0.010778,-0.001000,-0.015487,0.024876,-0.012946,0.000888,-0.006659,-0.010569,0.008857,0.017410,0.003278,-0.003835,0.000606,0.000225,0.039415,-0.010488,-0.016592,-0.005325,-0.000993,-0.000007,-0.000611,-0.000132,-0.000878,0.011932,0.016799,0.000000,0.014847,0.020415,0.180796,0.016802,0.017717,0.736310,0.257531,0.462017,0.122695,0.184797,0.123683,0.113629,0.118164,0.047306,0.061681,0.130377,0.126845,0.135598,0.005529,0.007754,0.121555,0.139780,0.046370,0.104348,0.008498,0.000660,0.004452,0.001657,0.002824,0.004150,0.018895,0.012034,0.019909,0.000000,0.018979,0.028089,0.218450,0.024228,0.020507,1.030743,0.360131,0.587377,0.170561,0.304952,0.165552,0.144000,0.137063,0.082050,0.102445,0.157264,0.124314,0.177533,0.008281,0.010988,0.084121,0.178618,0.042901,0.147758,0.010953,0.000931,0.006958,0.002407,0.003438,non_breathing
0.084550,0.042922,0.000000,0.170463,0.183036,0.687846,0.007531,0.126111,-24.753854,3.272110,-0.117928,0.699819,0.113804,0.115082,-0.086006,0.039258,0.076989,0.041056,0.070650,0.145981,-0.039947,0.011468,0.006016,0.058767,0.200384,0.029454,0.021442,0.012097,0.002673,0.008766,0.006027,0.006418,0.005446,0.056302,0.005980,-0.010147,0.000000,0.004560,0.003542,0.060907,0.000333,0.011389,-0.676601,-0.048904,0.041086,-0.024302,-0.020859,-0.031865,-0.038101,-0.037937,0.011592,-0.062199,0.014341,-0.019610,-0.021210,0.000189,0.000488,-0.004820,-0.021599,0.001161,0.003107,0.000205,0.000509,0.002570,0.001491,0.002803,0.044972,0.041741,0.000000,0.037370,0.017471,0.410653,0.006340,0.056925,3.325481,0.542220,0.535865,0.252561,0.246063,0.157005,0.200648,0.198781,0.084263,0.173797,0.108172,0.099072,0.124165,0.007038,0.005227,0.030868,0.114929,0.012183,0.024362,0.010902,0.002184,0.008442,0.005517,0.007635,0.004513,0.029986,0.038116,0.017042,0.000000,0.034962,0.023196,0.326496,0.007775,0.043908,1.481524,0.534418,0.603333,0.324857,0.334921,0.202101,0.204376,0.267422,0.117558,0.086752,0.171538,0.110702,0.111769,0.009438,0.006931,0.039800,0.077532,0.018751,0.034898,0.013785,0.002314,0.004881,0.003086,0.007109,non_breathing
0.065359,0.098688,0.000000,0.175084,0.182695,0.754470,0.008908,0.113056,-21.246756,3.126566,-0.363535,0.570069,0.036177,0.105308,0.165760,0.267711,0.057958,0.292059,0.027038,0.095490,0.045135,0.076504,0.012851,0.208059,0.059920,0.011830,0.003633,0.005828,0.004815,0.003703,0.003631,0.007040,0.008162,0.073516,0.000973,0.005491,0.000000,0.003117,-0.000596,0.024509,0.001593,0.003056,0.148289,-0.047011,-0.120402,0.036025,0.028969,0.061074,-0.077519,0.020117,0.025730,0.018121,0.002254,-0.012096,-0.024060,0.000676,0.000408,0.022702,-0.021188,-0.002697,0.000040,-0.000188,0.000206,-0.000545,-0.000048,-0.000175,0.010550,0.014750,0.000000,0.016474,0.012081,0.196016,0.005965,0.020439,0.561705,0.232890,0.386302,0.181440,0.164402,0.238779,0.205233,0.088997,0.097435,0.087879,0.122162,0.062701,0.082432,0.093663,0.010618,0.118155,0.080771,0.009052,0.001862,0.004043,0.004669,0.002369,0.001673,0.005315,0.008721,0.018681,0.015873,0.012898,0.000000,0.021393,0.014808,0.223082,0.010355,0.024517,0.542659,0.292043,0.320404,0.177273,0.167096,0.176206,0.114962,0.143030,0.150959,0.128844,0.177388,0.092700,0.045611,0.115327,0.017710,0.165550,0.106169,0.012571,0.003047,0.005620,0.006252,0.002115,0.002496,0.006735,non_breathing
0.168127,0.024258,0.000000,0.269476,0.199136,1.363276,0.028766,0.317778,-28.051683,2.004774,0.082709,0.388229,0.012824,0.088137,0.470667,0.170021,-0.124972,-0.007605,-0.034454,0.022035,-0.043773,0.010461,0.022281,0.077298,0.024074,0.006357,0.008753,0.008945,0.004100,0.009150,0.003975,0.029608,0.003165,0.029250,0.005702,-0.005746,0.000000,0.007539,0.007175,0.108747,0.001226,0.008889,0.154338,-0.145529,0.047738,-0.084674,-0.048253,-0.004801,0.067474,0.015850,0.001239,0.005826,-0.013270,0.017828,-0.007003,0.002573,-0.011430,-0.018632,0.001914,0.000119,0.000693,0.001243,0.000557,0.001307,0.000194,0.000434,0.134619,0.036281,0.000000,0.144707,0.049484,1.019014,0.028221,0.281683,4.669521,2.103413,0.559407,0.506635,0.373764,0.252323,0.522694,0.139053,0.267550,0.173138,0.153712,0.166828,0.177068,0.012310,0.035489,0.100621,0.036308,0.004748,0.007797,0.011326,0.004365,0.013884,0.003540,0.058128,0.004424,0.028318,0.159476,0.029373,0.000000,0.188785,0.040352,1.264775,0.036080,0.408233,4.752126,2.287290,0.863247,0.626359,0.378129,0.391586,0.602480,0.222933,0.336309,0.233947,0.254111,0.258547,0.238914,0.018184,0.023484,0.078176,0.055024,0.007026,0.008973,0.017067,0.005738,0.021684,0.005839,0.084215,non_breathing
0.189264,0.005313,0.000000,0.277694,0.226328,1.618075,0.004449,0.326667,-29.093851,1.969135,-0.131283,0.174668,0.188943,0.066798,0.099830,-0.205637,-0.082939,0.028917,-0.100722,-0.002874,-0.077862,0.018928,0.012548,0.031210,0.016432,0.018445,0.013900,0.014136,0.005320,0.009063,0.010285,0.032530,0.010424,0.012677,-0.010569,-0.004203,0.000000,0.000241,0.005055,-0.121233,0.000647,-0.020833,-2.020264,-0.050125,0.097286,0.054991,0.011633,0.022968,0.015955,-0.011986,0.030997,-0.054009,0.011826,-0.049054,0.007860,-0.003186,0.001657,0.002443,-0.001089,-0.000664,-0.002034,-0.000139,-0.000461,-0.000737,0.000645,0.011462,0.079265,0.011606,0.000000,0.095484,0.044210,0.422127,0.002410,0.193914,6.000463,0.745446,0.951087,0.314248,0.326490,0.257370,0.219970,0.288556,0.224630,0.364741,0.097914,0.282161,0.130424,0.012134,0.012648,0.027168,0.007950,0.013907,0.011311,0.007112,0.002844,0.005889,0.004559,0.032271,0.003617,0.009577,0.124200,0.011976,0.000000,0.134294,0.039014,0.475437,0.002160,0.263589,5.468772,1.042840,0.746208,0.505167,0.579111,0.390658,0.225872,0.451961,0.349130,0.343975,0.147648,0.369226,0.145081,0.013658,0.015515,0.034333,0.014347,0.022370,0.013362,0.010351,0.002428,0.006739,0.006235,0.021639,non_breathing
0.041927,0.132112,0.000000,0.126588,0.161680,0.120779,0.071442,0.042000,-38.153290,2.242073,0.698317,0.921964,0.053245,0.264078,-0.216970,0.120930,0.152680,-0.075650,-0.113970,0.069818,0.021736,0.003301,0.002898,0.020240,0.050969,0.059331,0.034306,0.044006,0.001215,0.052399,0.004371,0.042489,0.001503,0.062436,0.002065,0.009448,0.000000,0.008239,0.010917,0.005160,0.000335,0.002000,3.795238,0.143847,0.033586,0.029774,0.016356,0.008689,-0.011351,0.005794,0.000291,-0.007425,-0.004775,-0.001453,0.002538,0.000036,0.000015,0.000048,0.000034,0.000058,0.000093,0.000359,0.000552,0.014673,0.000074,-0.009943,0.030590,0.079499,0.000000,0.052879,0.061731,0.078887,0.161376,0.019919,19.295840,0.814247,0.398639,0.465775,0.191588,0.194729,0.157573,0.179980,0.152062,0.132048,0.113183,0.117181,0.127076,0.003133,0.006350,0.026105,0.068091,0.106945,0.054281,0.058401,0.001734,0.052615,0.003829,0.049023,0.001574,0.023043,0.038808,0.068923,0.000000,0.039882,0.046575,0.079979,0.235008,0.015911,12.017531,0.702210,0.349344,0.463089,0.260577,0.183712,0.205702,0.191432,0.140074,0.164427,0.162063,0.138959,0.153439,0.004293,0.009233,0.026314,0.060404,0.119596,0.069455,0.053510,0.001500,0.032310,0.004774,0.030360,non_breathing
0.059908,0.042148,0.000000,0.145050,0.179724,0.245827,0.058320,0.077375,-31.457432,2.303693,0.889879,1.022473,-0.131514,0.183977,-0.206000,0.023086,0.000882,-0.018931,0.000928,0.122996,0.002156,0.004588,0.021776,0.063672,0.059850,0.048226,0.026292,0.011452,0.000974,0.019381,0.001263,0.039134,0.001834,0.056901,-0.002329,-0.015563,0.000000,-0.005807,-0.002176,-0.006332,0.002487,-0.002333,-1.142612,-0.088015,-0.017004,-0.032036,-0.006418,0.000316,0.016959,0.005479,-0.014524,0.005288,0.007792,0.021651,0.022421,-0.000008,-0.000012,-0.001646,-0.001020,-0.000021,-0.000010,-0.000138,-0.000703,-0.015433,-0.000010,0.011097,0.040091,0.058673,0.000000,0.058231,0.042631,0.410014,0.071411,0.081250,8.687852,1.497762,0.734815,0.362195,0.459351,0.232873,0.249974,0.140029,0.227130,0.115419,0.232954,0.274454,0.195311,0.003702,0.033974,0.087712,0.078463,0.053978,0.042545,0.029753,0.002361,0.046952,0.001148,0.046425,0.001707,0.015371,0.056194,0.037761,0.000000,0.068998,0.061501,0.557233,0.100326,0.119803,9.376469,1.631275,0.646409,0.371485,0.558270,0.275997,0.327075,0.216088,0.275653,0.142896,0.291341,0.354823,0.233908,0.004147,0.038112,0.082486,0.078792,0.057186,0.044617,0.043727,0.002299,0.038310,0.001451,0.023240,non_breathing
0.098387,0.050058,0.000000,0.193951,0.195007,0.887701,0.012743,0.155417,-23.562537,2.986491,-0.133069,0.295375,0.048816,0.034167,0.132939,0.125378,-0.004501,0.130995,-0.030527,0.095426,0.031156,0.022640,0.008255,0.097369,0.140032,0.021381,0.031136,0.010878,0.003037,0.005893,0.005453,0.005673,0.005292,0.063660,-0.009303,0.004558,0.000000,-0.007236,-0.002242,-0.094757,0.000308,-0.020750,0.501542,0.108577,-0.013231,0.002861,0.037045,0.004210,0.034213,0.019276,-0.006268,0.017247,0.006308,-0.010314,0.023359,-0.000579,-0.000364,0.020439,-0.001671,-0.000124,-0.000525,-0.000134,-0.000962,-0.000452,-0.000289,-0.000214,0.037083,0.023015,0.000000,0.030331,0.020677,0.393343,0.010498,0.087529,2.554541,0.427989,0.514015,0.206814,0.189082,0.165104,0.228017,0.158574,0.083468,0.098057,0.133881,0.140652,0.124961,0.032275,0.009117,0.103896,0.124414,0.031356,0.064497,0.013048,0.003122,0.007225,0.004736,0.004461,0.005268,0.022716,0.040162,0.021422,0.000000,0.029262,0.020489,0.346331,0.014720,0.072326,1.722058,0.414990,0.575807,0.210643,0.248069,0.205430,0.214080,0.162192,0.114822,0.120756,0.146546,0.161626,0.140095,0.045088,0.013239,0.101138,0.128766,0.045208,0.090814,0.018866,0.004070,0.011008,0.006484,0.006713,non_breathing
0.073801,0.067183,0.000000,0.177963,0.190332,0.717787,0.008485,0.117472,-23.053801,3.128838,-0.205922,0.615455,0.104506,0.126113,0.041107,0.137541,0.080831,0.173228,0.060617,0.107132,0.015351,0.043900,0.009630,0.134175,0.134496,0.020264,0.011838,0.008555,0.003668,0.006143,0.004864,0.006590,0.006403,0.065687,-0.000876,0.003062,0.000000,-0.000666,-0.000659,-0.010002,0.000680,-0.002181,0.016942,0.000456,0.000379,-0.002533,-0.003913,0.004640,-0.010320,0.009937,0.003672,0.011325,0.004334,-0.006740,-0.007692,0.000483,0.000456,0.013835,-0.009373,-0.001345,-0.000627,-0.000649,0.000069,-0.000134,0.000025,0.000056,0.027598,0.025342,0.000000,0.024654,0.020614,0.289484,0.005497,0.037908,1.790478,0.358556,0.427640,0.214598,0.207119,0.161293,0.167741,0.146670,0.084258,0.133769,0.116712,0.081739,0.118438,0.049121,0.007467,0.073400,0.094997,0.010938,0.012797,0.006718,0.002993,0.005180,0.003763,0.005939,0.006338,0.023895,0.030155,0.019809,0.000000,0.024470,0.022848,0.315334,0.008595,0.046768,1.382048,0.375328,0.452073,0.279872,0.293777,0.200415,0.229443,0.192159,0.131301,0.150680,0.173867,0.109879,0.112874,0.060662,0.011704,0.102400,0.109066,0.016899,0.019291,0.008956,0.004057,0.005083,0.004198,0.007676,non_breathing
